,video_id,video_title,upload_date,view_count,like_count,comment_count,categories,year
0,AjRXlSwk-E0,iddaa.com | Salernitana - Torino (0-1) - Maç Özeti - Serie A 2021/22,2022-04-02,2034,71,7,Serie A,2022
1,F9xbW-yWtu8,iddaa.com | Brighton - Norwich (0-0) - Maç Özeti - Premier League 2021/22,2022-04-02,3021,97,8,Premier League,2022
2,leUGYEfLUBY,iddaa.com | Wolves - Aston Villa (2-1) - Maç Özeti - Premier League 2021/22,2022-04-02,24705,489,31,Premier League,2022
3,R2f6vHRvOJ0,Andrea Belotti İle Torino 1-0 Öne Geçti! #SerieA,2022-04-02,2497,60,5,Serie A,2022
4,SKZ8pxV-KGw,iddaa.com | Manchester United - Leicester City (1-1) - Maç Özeti - Premier League 2021/22,2022-04-02,186284,3546,279,Premier League,2022
5,dBzterJAn3Q,iddaa.com | Lazio - Sassuolo (2-1) - Maç Özeti - Serie A 2021/22,2022-04-02,13085,263,30,Serie A,2022
6,klnWbxooZf4,"Lazio, Sergej Milinkovic-Savic ile farkı ikiye çıkarıyor!  #SerieA",2022-04-02,2394,65,2,Serie A,2022
7,hnjxHPWLUi0,Manchester United&#39;ın Beraberlik Golü! #PremierLeague,2022-04-02,40510,780,60,Premier League,2022
8,UAB5Ts9xvhI,"Sassuolo, Hamed Traore ile farkı bire indiriyor!   #SerieA",2022-04-02,1624,43,4,Serie A,2022
9,owvsedh1gg0,Leicester City&#39;nin Golü! #PremierLeague,2022-04-02,9786,343,35,Premier League,2022
10,NZB2pAaTM38,iddaa.com | Chelsea - Brentford (1-4) - Maç Özeti - Premier League 2021/22,2022-04-02,238515,5550,288,Premier League,2022
11,JOTlrCzrfBs,iddaa.com | Leeds United - Southampton (1-1) - Maç Özeti - Premier League 2021/22,2022-04-02,20642,451,27,Premier League,2022
12,PubiVDAPy6A,"Manuel Lazzari, Lazio&#39;yu Sassuolo karşısında öne geçiriyor! #SerieA",2022-04-02,2843,92,13,Serie A,2022
13,3M2WEPvp3NI,"James Ward-Prowse, frikikten yine harika bir gole imza atıyor! #PremierLeague",2022-04-02,65541,2468,152,Premier League,2022
14,xnyvXEpwj9A,iddaa.com | Burnley - Manchester City (0-2) - Maç Özeti - Premier League 2021/22,2022-04-02,158878,3130,179,Premier League,2022
15,3yuEzBPzCdM,Wissa&#39;nın Golü İle Brentford Farkı Açıyor! #PremierLeague,2022-04-02,19308,285,56,Premier League,2022
16,Hqo8cP7xLlA,iddaa.com | Spezia - Venezia (1-0) - Maç Özeti - Serie A 2021/22,2022-04-02,2086,79,3,Serie A,2022
17,toOYHBq_TC4,Eriksen&#39;den Brentford&#39;ı Öne Geçiren Gol! #PremierLeague,2022-04-02,78139,1477,87,Premier League,2022
18,NMpRo9_PQaU,Antonio Rüdiger&#39;den MUHTEŞEM GOLLLLL! 🔥🔥🔥 #PremierLeague,2022-04-02,248692,6424,220,Premier League,2022
19,5iCG6WZtc5s,Emmanuel Gyasi&#39;nin Son Saniye Golü Sizlerle! 🔥 #SerieA,2022-04-02,9060,143,5,Serie A,2022
20,S0j6itl-bv8,Ashley Young Topu Kendi Ağlarına Gönderdi! #PremierLeague,2022-04-02,13576,144,12,Premier League,2022
21,aqc1yYublLs,Raphinha&#39;nın Çabası Golü Getirdi! #PremierLeague,2022-04-02,10260,128,6,Premier League,2022
22,E3bSCn2os3g,İlkay Gündoğan Farkı 2&#39;ye Çıkarttı! #PremierLeague,2022-04-02,40137,551,66,Premier League,2022
23,Vpj8yi0iC9w,"Manchester City, Kevin De Bruyne ile 1-0 Öne Geçti!",2022-04-02,42479,687,67,other,2022
24,3jsalkQUC4U,"Wolves, Otto İle Öne Geçti! #PremierLeague",2022-04-02,4281,70,8,Premier League,2022
25,KPyvxWQcdWA,iddaa.com | Liverpool - Watford (2-0) - Maç Özeti - Premier League 2021/22,2022-04-02,275904,4703,253,Premier League,2022
26,T5DWTvTGjbg,"Liverpool, Fabinho ile skoru 2-0 Yapıyor! #PremierLeague",2022-04-02,12602,272,26,Premier League,2022
27,5CIjyWHGQAs,"Liverpool, Jota ile 1-0 Öne Geçti! #PremierLeague",2022-04-02,48456,970,62,Premier League,2022
28,6f0ZQwRUv5A,Kadınlar Maçı Nefes Kesti! | WWE SmackDown,2022-04-02,3537,28,8,WWE,2022
29,lyVj75yBRAA,NBA | En İyi Oyunlar,2022-04-02,1074,20,1,NBA,2022
30,cL1nynFVkeQ,iddaa.com | Phoenix Suns - Memphis Grizzlies Maç Özeti - NBA 2021/22,2022-04-02,561,13,0,NBA,2022
31,fWEnTaGmFVw,iddaa.com | New Orleans Pelicans - LA Lakers Maç Özeti - NBA 2021/22,2022-04-02,1184,17,3,NBA,2022
32,j31SoO_HOqU,iddaa.com | Detroit Pistons - Oklahoma City Thunder Maç Özeti - NBA 2021/22,2022-04-02,154,7,0,NBA,2022
33,2Cz3_lhnRvQ,iddaa.com | Sacramento Kings - Houston Rockets Maç Özeti - NBA 2021/22,2022-04-02,266,8,0,NBA,2022
34,Kzkv1JujKhg,iddaa.com | Dallas Mavericks - Washington Wizards Maç Özeti - NBA 2021/22,2022-04-02,312,8,0,NBA,2022
35,6HQmI9CBmOA,iddaa.com | Indiana Pacers - Boston Celtics Maç Özeti - NBA 2021/22,2022-04-02,434,13,0,NBA,2022
36,-g5UQCq_KoM,iddaa.com | Portland Trail Blazers - San Antonio Spurs Maç Özeti - NBA 2021/22,2022-04-02,421,19,0,NBA,2022
37,j1HVv6SVqZk,iddaa.com | Toronto Raptors - Orlando Magic Maç Özeti - NBA 2021/22,2022-04-02,276,11,1,NBA,2022
38,9BZGUfFturg,iddaa.com | Minnesota Timberwolves - Denver Nuggets Maç Özeti - NBA 2021/22,2022-04-02,340,12,0,NBA,2022
39,xj3Nc7ExHGo,Jürgen Klopp ile Özel Röportaj!,2022-04-01,13341,833,61,other,2022
40,B6LmMsWwgDM,"Altın Oran | İddaa Tahminleri - Süper Lig, Premier Lig, Bundesliga, La Liga, Serie A, Ligue 1",2022-04-01,4701,111,3,Serie A,2022
41,7fYNH7Ebo50,Giannis Antetokounmpo Alev Alev! 🔥 | Miray Çavuşoğlu &amp; Emre Gürkaynak | NBA Günlüğü,2022-04-01,938,24,4,NBA,2022
42,0o1phzB3pho,Zaniolo’nun Erman Yaşar ve Emre Özcan’ı Tuzağa Düşürdüğü Eğlenceli Anlar!,2022-04-01,81623,2622,150,other,2022
43,DAgDwf07wFU,iddaa.com | Milwaukee Bucks - Brooklyn Nets Maç Özeti - NBA 2021/22,2022-04-01,1994,38,10,NBA,2022
44,2fMSYs531tk,iddaa.com | Philadelphia 76ers - Detroit Pistons Maç Özeti - NBA 2021/22,2022-04-01,819,14,1,NBA,2022
45,fedBRejtY0M,iddaa.com | Los Angeles Lakers - Utah Jazz Maç Özeti - NBA 2021/22,2022-04-01,1105,19,5,NBA,2022
46,svFAo3dpWiU,Pep Guardiola ile Özel Röportaj!,2022-03-31,29509,1129,102,other,2022
47,ON0oPWSkTAE,Suns Kazanmaya Devam Ediyor! | Miray Çavuşoğlu &amp; Orkun Çolakoğlu | NBA Günlüğü,2022-03-31,1668,39,3,NBA,2022
48,0KiIlxn_8iM,iddaa.com | New Orleans Pelicans - Portland Trail Blazers Maç Özeti - NBA 2021/22,2022-03-31,512,10,1,NBA,2022
49,bqbNh2vO2p8,iddaa.com | Memphis Grizzlies - San Antonio Spurs Maç Özeti - NBA 2021/22,2022-03-31,693,14,1,NBA,2022
50,EUMg_CVoZxA,iddaa.com | Atlanta Hawks - Oklahoma City Thunder Maç Özeti - NBA 2021/22,2022-03-31,1695,20,1,NBA,2022
51,fUf0RXywVjo,iddaa.com | Miami Heat - Boston Celtics Maç Özeti - NBA 2021/22,2022-03-31,614,15,1,NBA,2022
52,gDtOVNYZwcA,iddaa.com | Minnesota Timberwolves - Toronto Raptors Maç Özeti - NBA 2021/22,2022-03-31,355,10,1,NBA,2022
53,lmrJkoYk6mE,iddaa.com | Orlando Magic - Washington Wizards Maç Özeti - NBA 2021/22,2022-03-31,270,10,1,NBA,2022
54,rZWE_0OG8L8,iddaa.com | Dallas Mavericks - Cleveland Cavaliers Maç Özeti - NBA 2021/22,2022-03-31,1626,29,3,NBA,2022
55,eONquYdir_g,iddaa.com | Milwaukee Bucks - Philadelphia 76ers Maç Özeti - NBA 2021/22,2022-03-30,1038,15,3,NBA,2022
56,aAS3EfWcIws,iddaa.com | LA Lakers - Dallas Mavericks Maç Özeti - NBA 2021/22,2022-03-30,1564,30,2,NBA,2022
57,y4o9yhyLtlc,Polonya 2-0 İsveç | Maç Özeti | 2022 Dünya Kupası Avrupa Elemeleri,2022-03-29,264827,2562,208,International,2022
58,unusX8xkY-I,Portekiz 2-0 Kuzey Makedonya | Maç Özeti | 2022 Dünya Kupası Avrupa Elemeleri,2022-03-29,769641,9632,929,International,2022
59,xWajjXFoHtI,Polonya Farkı 2&#39;ye Çıkarttı!,2022-03-29,23777,350,30,other,2022
60,jrGI60ea2Xg,"Bruno Fernandes ile Portekiz, Kuzey Makedonya Karşısında Farkı Açıyor! ✌️👀",2022-03-29,79916,1125,115,other,2022
61,3nlBIrEg74s,"Polonya, Robert Lewandowski ile 1-0 Öne Geçiyor!",2022-03-29,51268,783,65,other,2022
62,35PmXq7QS2c,Cristiano Ronaldo ile Bruno Fernandes İşbirliği Devam Ediyor! 🔥,2022-03-29,250509,4018,381,other,2022
63,QJ_j1A1VXHw,Carlos Sainz ve Sergio Perez&#39;in Performansı | Son Viraj,2022-03-29,3943,74,3,Formula 1,2022
64,NG_2rDBYnXw,Mercedes Pilotlarının Performansı | Son Viraj,2022-03-29,2095,51,1,Formula 1,2022
65,QFYkaEIO1vM,Fernando Alonso - Esteban Ocon Mücadelesi | Son Viraj,2022-03-29,1216,32,0,Formula 1,2022
66,P-ZQp_vU1zg,Yeni Kurallarla Beraber DRS&#39;nin Önemi | Son Viraj,2022-03-29,1558,37,1,Formula 1,2022
67,gl6aa4g4wIM,Danimarka 3-0 Sırbistan | Maç Özeti | Hazırlık Maçı,2022-03-29,101228,1460,78,other,2022
68,iBylxdc2GNk,Serhan Acar | Formula 1 | Soru&amp;Cevap,2022-03-29,13118,601,18,Formula 1,2022
69,Xqy4s6Poqn4,"Christian Eriksen, Parken Stadyumu&#39;na Golle Döndü!",2022-03-29,50745,1481,72,other,2022
70,P6NILHesOuc,Randy Orton Şov Yaptı! 🔥 | WWE Raw (Türkçe Anlatım),2022-03-29,6468,158,27,WWE,2022
71,1ZAvrwnN5IU,Roman Reigns Kendinden Çok Emin! 🔥 | WWE Raw (Türkçe Anlatım),2022-03-29,5780,162,42,WWE,2022
72,mcf6dJUgS7w,NBA | En İyi Oyunlar,2022-03-29,1324,20,1,NBA,2022
73,-qWkQ67LO7U,iddaa.com | Golden State Warriors - Memphis Grizzlies Maç Özeti - NBA 2021/22,2022-03-29,597,18,1,NBA,2022
74,4nw5Nz55GFE,iddaa.com | Boston Celtics - Toronto Raptors Maç Özeti - NBA 2021/22,2022-03-29,399,10,0,NBA,2022
75,Uxy5m66Bs9U,"Celtics Zirvede, Lakers Play-In Yapabilecek Mi? | Miray Çavuşoğlu &amp; Emre Gürkaynak | NBA Günlüğü",2022-03-28,1645,37,3,NBA,2022
76,dEm6I0oftW4,Premier League’de Atılmış Olağanüstü Goller! 🔥,2022-03-28,184989,4140,141,Premier League,2022
77,cPEOgOeZIpU,iddaa.com | Phoenix Suns - Philadelphia Sixers Maç Özeti - NBA 2021/22,2022-03-28,709,14,0,NBA,2022
78,x2tfeRPmtkY,Suudi Arabistan&#39;da Zafer Max Verstappen&#39;in! 💪 | Formula 1 I 2022 Saudi Arabian GP,2022-03-27,29348,388,100,Formula 1,2022
79,cLLGfTba4zQ,Max Verstappen&#39;in Charles Leclerc&#39;e Atağı ve Geçişi! 🔥 | Formula 1 I 2022 Saudi Arabian GP,2022-03-27,24206,310,55,Formula 1,2022
80,WllfOXH-AHg,Charles Leclerc ile Max Verstappen Arasındaki Taktik Savaşı! 👀 | Formula 1 I 2022 Saudi Arabian GP,2022-03-27,34440,366,45,Formula 1,2022
81,_1HiFaaoNs4,Fernando Alonso - Esteban Ocon Çekişmesi! 🤯 | Formula 1 I 2022 Saudi Arabian GP,2022-03-27,10050,110,16,Formula 1,2022
82,M-e_HCjA4mE,Suudi Arabistan&#39;da Yarış Böyle Başladı! 🏎 | Formula 1 I 2022 Saudi Arabian GP,2022-03-27,17097,216,21,Formula 1,2022
83,cKrfRUldiJA,iddaa.com | Chicago Bulls - Cleveland Cavaliers Maç Özeti - NBA 2021/22,2022-03-27,873,16,1,NBA,2022
84,d4lpHQAiW78,Hollanda 4-2 Danimarka | Maç Özeti | Hazırlık Maçı,2022-03-26,295732,4030,268,other,2022
85,gpriR7zhJ-E,"Christian Eriksen, Danimarka Milli Takımına Golle Geri Dönüyor! 🔥",2022-03-26,270086,5300,175,other,2022
86,sNl8rwQlkpY,İngiltere 2-1 İsviçre | Maç Özeti | Hazırlık Maçı,2022-03-26,260413,3094,247,other,2022
87,33bzr1OMF-M,Harry Kane Penaltıdan İngiltere&#39;yi 2-1 Öne Geçiriyor!,2022-03-26,32449,610,74,other,2022
88,q0g_HA1j99Y,Luke Shaw Çok Sert Vurdu Ve İngiltere Beraberliği Yakaladı! 🚀,2022-03-26,94667,1505,68,other,2022
89,tZ-tcTA3org,Embolo Attı!,2022-03-26,37667,612,37,other,2022
90,MIwYeUEtj2Y,#WrestleMania&#39;dan Önce Gerilim Giderek Artıyor! 👀,2022-03-26,8178,238,87,other,2022
91,sg1Ts8lrFuk,iddaa.com | Golden State Warriors - Atlanta Hawks Maç Özeti - NBA 2021/22,2022-03-26,857,23,0,NBA,2022
92,_sDAVwO6ZYs,iddaa.com | Houston Rockets - Portland Trail Blazers Maç Özeti - NBA 2021/22,2022-03-26,1885,35,5,NBA,2022
93,gmJN2anwyI8,Fransa 2-1 Fildişi Sahilleri | Maç Özeti | Hazırlık Maçı,2022-03-25,342906,4162,328,other,2022
94,_1MtCIqcrbY,Aurélien Tchouaméni&#39;nin Fransa&#39;ya Galibiyeti Getiren Golü! 💥,2022-03-25,45457,615,67,other,2022
95,LNxEFIpj4ec,"Olivier Giroud, Kale Önünde Pozisyonu Tamamlıyor! 👊",2022-03-25,57167,717,70,other,2022
96,GhiOtLWVj1c,"Nicolas Pepe, Dar Açıdan Golü Buldu! 👌",2022-03-25,61745,861,89,other,2022
97,NH6DxMTuToA,Romanya 0-1 Yunanistan | Maç Özeti | Hazırlık Maçı,2022-03-25,36780,497,78,other,2022
98,WvQHWMbdnIs,Andreas Buhalakis&#39;ten Şık Kafa Golü! 👀,2022-03-25,15112,214,20,other,2022
99,QR9QGGTF9ck,Bulls&#39;un Düşüşü Devam Ediyor! | Miray Çavuşoğlu &amp; Ali Konaviç | NBA Günlüğü,2022-03-25,1397,32,2,NBA,2022
100,4izl1ANu6Ss,İsveç 1-0 Çekya | Maç Özeti | 2022 Dünya Kupası Avrupa Elemeleri,2022-03-25,69743,772,50,International,2022
101,MoTL7AdYoBc,İsveç 110. Dakikada Golü Buldu!,2022-03-24,118883,1219,131,other,2022
102,5FOqLX7lhoU,İtalya 0-1 Kuzey Makedonya | Maç Özeti | 2022 Dünya Kupası Avrupa Elemeleri,2022-03-24,925084,10201,1648,International,2022
103,P2qgr6s3_y4,İşte Kuzey Makedonya&#39;nın Zafer Golü! 🔥,2022-03-24,631434,8050,860,other,2022
104,tvQ27FTCwA4,Miami Heat&#39;te Kavga! | Miray Çavuşoğlu &amp; İnan Özdemir | NBA Günlüğü,2022-03-24,5069,86,6,NBA,2022
105,uNSn20BgN58,Edge Gelince Ortalık Fena Karıştı! 🔥 | WWE Raw (Türkçe Anlatım),2022-03-22,13813,242,67,WWE,2022
106,Nr5JDYVG7bU,NBA | En İyi Oyunlar,2022-03-22,4375,58,8,NBA,2022
107,yYpBtTbVqms,Max Verstappen Yarış Dışı Kaldı! | Formula 1 I 2022 Bahrain GP,2022-03-21,58909,510,96,Formula 1,2022
108,37bfWuKCeK4,Red Bull İçin Yarış Kabusa Döndü! | Formula 1 I 2022 Bahrain GP,2022-03-21,28367,308,44,Formula 1,2022
109,xa1ooam0uOQ,Yarışın Yeniden Başladığı Muhteşem Anlar! | Formula 1 I 2022 Bahrain GP,2022-03-21,43376,334,23,Formula 1,2022
110,Ng7RJOkPvdM,Verstappen-Leclerc Mücadelesi Nefes Kesti! | Formula 1 I 2022 Bahrain GP,2022-03-21,85222,1141,132,Formula 1,2022
111,Mm5WmP-iI0w,2022 Sezonunun İlk Startı! | Formula 1 I 2022 Bahrain GP,2022-03-21,37326,384,25,Formula 1,2022
112,ONeZwVZudBM,Premier League&#39;de 30. Haftanın En Güzel Golleri (2021/22),2022-03-21,10608,195,14,Premier League,2022
113,3wPc6qK4eOQ,iddaa.com | Bologna - Atalanta (0-1) - Maç Özeti - Serie A 2021/22,2022-03-20,28246,465,35,Serie A,2022
114,lxolT1I3MuI,"Moustapha Elhadji Cissé ile Atalanta, Bologna Karşısında Son Dakikalarda Öne Geçti! 💥",2022-03-20,7156,108,33,other,2022
115,0HgYpHmibEo,iddaa.com | Roma - Lazio (3-0) - Maç Özeti - Serie A 2021/22,2022-03-20,152249,2427,139,Serie A,2022
116,qB-YPSROFhI,iddaa.com | Juventus - Salernitana (2-0) - Maç Özeti - Serie A 2021/22,2022-03-20,62199,1170,96,Serie A,2022
117,g8GbbXIAUek,iddaa.com | Genoa - Torino (1-0) - Maç Özeti - Serie A 2021/22,2022-03-20,3151,88,5,Serie A,2022
118,vF9uAQQgMe4,iddaa.com | Empoli - Hellas Verona (1-1) - Maç Özeti - Serie A 2021/22,2022-03-20,3150,103,8,Serie A,2022
119,s0AH8nC-xzM,iddaa.com | Tottenham - West Ham (3-1) - Maç Özeti - Premier League 2021/22,2022-03-20,476903,7470,355,Premier League,2022
120,_x5mHkGS8II,Heung-min Son Durmak Bilmiyor! 🚨,2022-03-20,24783,508,53,other,2022
121,YU-MUXWRlYU,Pellegrini&#39;den Mükemmel Gol! #SerieA,2022-03-20,46662,1669,69,Serie A,2022
122,ehN0ORkQjec,"Saïd Benrahma, Kornerde Kendini Unutturdu! 👀",2022-03-20,6808,137,12,other,2022
123,Q1hh9qi6FNU,Heung-min Son İşbaşında! 😤,2022-03-20,12418,311,29,other,2022
124,ysm6_N-c6v0,Kane - Son İkilisi Her Zamanki Gibi Başrolde! 💪,2022-03-20,34669,602,78,other,2022
125,IYUKMDst_Ao,iddaa.com | Leicester City - Brentford (2-1) - Maç Özeti - Premier League 2021/22,2022-03-20,139638,2149,76,Premier League,2022
126,3_CSP7oCgl0,"Yoane Wissa ile Brentford, Leicester Karşısında Farkı 1&#39;e İndirdi! 👌",2022-03-20,4615,155,11,other,2022
127,54MTQogCYCQ,James Maddison&#39;dan Şahane Frikik Golü! 🔥,2022-03-20,24055,694,65,other,2022
128,4_TvPZMungA,Timothy Castagne&#39;den Harika Gol! 😍,2022-03-20,11906,422,20,other,2022
129,Ro6v3Hd9NKE,iddaa.com | Venezia - Sampdoria (0-2) - Maç Özeti - Serie A 2021/22,2022-03-20,3228,103,6,Serie A,2022
130,jYaBf0yLERw,iddaa.com | Cagliari - AC Milan (0-1) - Maç Özeti - Serie A 2021/22,2022-03-19,54790,988,108,Serie A,2022
131,rpIRGbQnu_4,Ne Yaptın Bennacer? 😱 Harika Gol Harika! #SerieA,2022-03-19,178440,3162,97,Serie A,2022
132,4XlcFL2lkjg,iddaa.com | Inter - Fiorentina (1-1) - Maç Özeti - Serie A 2021/22,2022-03-19,89767,1101,117,Serie A,2022
133,3X7dnHTa9Mg,Denzel Dumfries&#39;den Çok Güzel Bir Kafa Golü! #SerieA,2022-03-19,26970,471,37,Serie A,2022
134,Rhu99Hd69pQ,Lucas Torreira&#39;nın Fiorentina&#39;yı 1-0 Öne Geçiren Golü Sizlerle! #SerieA,2022-03-19,8261,180,17,Serie A,2022
135,I75wR4CFPkk,iddaa.com | Napoli - Udinese (2-1) - Maç Özeti - Serie A 2021/22,2022-03-19,67467,1022,77,Serie A,2022
136,lCyd6UmceNE,"Napoli, Victor Osimhen İle Geri Dönüşe İmza Atıyor! #SerieA",2022-03-19,7280,153,15,Serie A,2022
137,dz9o3BNcUhA,Victor Osimhen’den Gelen Güzel Golle Skor 1-1 Oluyor! #SerieA,2022-03-19,8054,129,9,Serie A,2022
138,i8gjl52kwLk,Gerard Deulofeu Çok Güzel Bitirdi! 🔥 #SerieA,2022-03-19,10325,178,22,Serie A,2022
139,Yi7IA1M-Whw,iddaa.com | Aston Villa - Arsenal (0-1) - Maç Özeti - Premier League 2021/22,2022-03-19,118338,2072,121,Premier League,2022
140,TK2ixHql4Bo,Brock Lesnar İş Makinesi ile Saldırdı! | WWE SmackDown,2022-03-19,7530,202,28,WWE,2022
141,YfTjAiVTNfk,Saka Atıyor Ve Arsenal 1-0 Öne Geçiyor! 🔥 #PremierLeague,2022-03-19,41042,796,71,Premier League,2022
142,5KornrCeg90,iddaa.com | LA Lakers - Toronto Raptors Maç Özeti - NBA 2021/22,2022-03-19,2685,42,10,NBA,2022
143,lagKVTMCg88,iddaa.com | Wolves - Leeds United (2-3) - Maç Özeti - Premier League 2021/22,2022-03-18,349243,7121,530,Premier League,2022
144,lL1G5JHGjdA,Leeds United&#39;dan MUHTEŞEM GERİ DÖNÜŞ! 🔥 #PremierLeague,2022-03-18,20543,349,67,Premier League,2022
145,jiPKd4mUbLs,"Leeds United, Premier League Tarihinin En İlginç Gollerinden Birine Böyle İmza Attı! 🚀",2022-03-18,498482,6228,282,Premier League,2022
146,7be2Uw-iIKU,Jack Harrison Müthiş Karambolü Golle Bitiriyor! 😱 #PremierLeague,2022-03-18,12062,269,15,Premier League,2022
147,IdfaOD2uDg8,Francisco Trincão Köşeye Harika Bıraktı! #PremierLeague,2022-03-18,8989,200,12,Premier League,2022
148,yKYbazYLvVg,Jonathan Castro Otto&#39;nun Golü ile Wolves 1-0 Öne Geçti! #PremierLeague,2022-03-18,4824,121,7,Premier League,2022
149,kzupxuwv5Yw,iddaa.com | Sassuolo - Spezia (4-1) - Maç Özeti - Serie A 2021/22,2022-03-18,29223,529,50,Serie A,2022
150,95_zFJvVYc4,Scamacca Çok Şık Vurdu! #SerieA,2022-03-18,4082,99,18,Serie A,2022
151,tISM5a0bKzY,Kaan Ayhan&#39;ın Golü! #SerieA,2022-03-18,25972,656,42,Serie A,2022
152,aaWOgGan6vg,Spezia Beraberliği Yakaladı! #SerieA,2022-03-18,2083,54,5,Serie A,2022
153,ZkKDR6H06e8,"Sassuolo, Berardi ile 1-0 Öne Geçti! #SerieA",2022-03-18,3466,111,5,Serie A,2022
154,TqaOHe8BjyU,"Altın Oran | İddaa Tahminleri - Süper Lig, Premier Lig, Bundesliga, La Liga, Serie A, Ligue 1",2022-03-18,8073,169,11,Serie A,2022
155,EbxF0mjjGsE,iddaa.com | Everton - Newcastle United (1-0) - Maç Özeti - Premier League 2021/22,2022-03-17,95437,1743,106,Premier League,2022
156,Ox5zkSAjAnQ,Everton Son Dakikada Galibiyet Golünü Buluyor! #PremierLeague,2022-03-17,56197,969,61,Premier League,2022
157,mfurAAApQik,Everton - Newcastle Maçında Bir Taraftar Kendisini Plastik Kelepçe ile Kale Direğine Bağladı!,2022-03-17,498120,7150,934,other,2022
158,ZCr-zW6IjVE,iddaa.com | Arsenal - Liverpool (0-2) - Maç Özeti - Premier League 2021/22,2022-03-16,691444,10996,490,Premier League,2022
159,Sl2dHkmd_uI,iddaa.com | Brighton - Tottenham (0-2) - Maç Özeti - Premier League 2021/22,2022-03-16,169035,3113,115,Premier League,2022
160,cJaixPUx8Eo,"Arsenal Dağılmış Durumda! Roberto Firmino ile Liverpool, Farkı 2&#39;ye Çıkarttı! 🔥",2022-03-16,21607,348,56,other,2022
161,0WLxu0tT6_c,Thiago&#39;nun Nefis Pası ve Diogo Jota&#39;nın Şık Golü! 💥,2022-03-16,22525,411,62,other,2022
162,ClABzy01KDE,Thiago Alcantara&#39;nın Büyük Hatasını Martin Ødegaard Golle Sonuçlandıramadı! 🤯,2022-03-16,82038,835,81,other,2022
163,8_ly0AckIqI,Harry Kane Attığı Golle Birlikte Premier Lig Tarihinin En Çok Deplasman Golü Atan Oyuncusu Oldu! 👏,2022-03-16,50718,843,62,other,2022
164,wxBmj9OMRmk,Romero&#39;dan Gelen Golle Tottenham 1-0 Öne Geçti! #PremierLeague,2022-03-16,17906,237,21,Premier League,2022
165,LfkiQXUgJ7o,Subway Türkiye ile Haftanın Oyuncusu: Cristiano Ronaldo,2022-03-15,24577,1124,99,other,2022
166,GgAOyKMtffY,Premier League&#39;de 29. Haftanın En Güzel Golleri (2021/22),2022-03-15,47221,993,48,Premier League,2022
167,olf9DzzgCg0,Premier League&#39;de 29. Haftanın En Güzel Kurtarışları (2021/22),2022-03-15,5239,130,11,Premier League,2022
168,fH4kRUxhWms,Muhteşem Bir Maç Oldu! 🔥 | WWE Raw (Türkçe Anlatım),2022-03-15,5091,114,15,WWE,2022
169,7kymL8dZ8bQ,iddaa.com | Crystal Palace - Manchester City (0-0) - Maç Özeti - Premier League 2021/22,2022-03-14,228911,3870,508,Premier League,2022
170,-2GhaF42W0s,Kevin De Bruyne Çıldırıyor! 🤐😬,2022-03-14,488019,6285,376,other,2022
171,chhIztKwAjA,Bernardo Silva&#39;nın Kaçırdığı Net Pozisyon! City İçin Çanlar Çalıyor Mu? 🤔,2022-03-14,153503,1731,128,other,2022
172,5R1GI9eTGuk,Manchester City&#39;e Direkler Geçit Vermiyor! 🤯,2022-03-14,63671,827,79,other,2022
173,TO6M4QBxp6o,Riyad Mahrez ile Manchester City Gole Yaklaştı! 👀,2022-03-14,25047,308,33,other,2022
174,ZK8h-E_nQjk,"Cancelo&#39;nun Şutu Direkten Döndü, Laporte Uygun Pozisyonu Harcadı! 😱",2022-03-14,24395,456,42,other,2022
175,wEooQr6e-yE,iddaa.com | Atalanta - Genoa (0-0) - Maç Özeti - Serie A 2021/22,2022-03-14,4457,97,11,Serie A,2022
176,TSpuYC7BiOM,iddaa.com | Salernitana - Sassuolo (2-2) - Maç Özeti - Serie A 2021/22,2022-03-14,8300,198,9,Serie A,2022
177,k0F0jgOBD4w,iddaa.com | Torino - Inter (1-1) - Maç Özeti - Serie A 2021/22,2022-03-14,58333,848,78,Serie A,2022
178,RTm3Cor8TAQ,iddaa.com | LA Lakers - Phoenix Suns Maç Özeti - NBA 2021/22,2022-03-14,2107,26,5,NBA,2022
179,6WzgpspKk04,iddaa.com | Southampton - Watford (1-2) - Maç Özeti - Premier League 2021/22,2022-03-13,31263,624,49,Premier League,2022
180,lTyZ_zWvVYs,iddaa.com | Everton - Wolverhampton (0-1) - Maç Özeti - Premier League 2021/22,2022-03-13,37362,708,61,Premier League,2022
181,bX-iVRCT69Y,iddaa.com | Arsenal - Leicester City (2-0) - Maç Özeti - Premier League 2021/22,2022-03-13,349773,5387,338,Premier League,2022
182,uihggm95gjI,iddaa.com | West Ham - Aston Villa (2-1) - Maç Özeti - Premier League 2021/22,2022-03-13,100550,1731,49,Premier League,2022
183,lNOw-Zrd4rY,iddaa.com | Leeds United - Norwich (2-1) - Maç Özeti - Premier League 2021/22,2022-03-13,82959,1531,95,Premier League,2022
184,11ciFmhFzPo,"Çağlar Söyüncü&#39;nün Elle Oynamasıyla Penaltı Kazanan Arsenal, Farkı 2&#39;ye Çıkarıyor! #PremierLeague",2022-03-13,18217,330,34,Premier League,2022
185,u4heHZuXLLw,"Nahuel Molina, Ceza Sahasının Dışından Çok Güzel Bir Gole İmza Attı! 🤤",2022-03-13,8741,229,11,other,2022
