,video_id,video_title,upload_date,view_count,like_count,comment_count,categories,year
428,aCttuh7aPqw,iddaa.com | Atalanta - Juventus (1-1) - Maç Özeti - Serie A 2021/22,2022-02-13,194120,3185,243,Serie A,2022
429,I-wE3QP7KP4,Juventus Son Dakikalarda Beraberliği Yakaladı! #SerieA,2022-02-13,102645,1460,70,Serie A,2022
430,X2dR8OhpdOY,iddaa.com | Sassuolo - Roma (2-2) - Maç Özeti - Serie A 2021/22,2022-02-13,80405,1089,82,Serie A,2022
431,iXUW7_AGR-A,"Roma, Bryan Cristante&#39;nin attığı son dakika golüyle eşitliği yakaladı! #SerieA",2022-02-13,30670,294,27,Serie A,2022
432,tdmYR9Qpciw,"Liverpool, Duran Toptan Gol Atmaya Bayılıyor! Bu Kez Sahnedeki İsim Fabinho! 🤩",2022-02-13,71808,1387,59,other,2022
433,1fQ_28Jq4CQ,Tottenham Defansından Üst Üste Hatalar ve Wolves 2-0 Öne Geçti! #PremierLeague,2022-02-13,18980,351,35,Premier League,2022
434,BbXYtwRVIN0,James Ward-Prowse&#39;den Frikik Dersleri! #PremierLeague,2022-02-13,143712,5269,199,Premier League,2022
435,9Jpcb8WV_9I,iddaa.com | Torino - Venezia (1-2) - Maç Özeti - Serie A 2021/22,2022-02-12,7837,172,17,Serie A,2022
436,nYvNEpoT8YU,iddaa.com | Napoli - Inter (1-1) - Maç Özeti - Serie A 2021/22,2022-02-12,181834,2185,151,Serie A,2022
437,c0wdZT0Nrnw,iddaa.com | Brentford - Crystal Palace (0-0) - Maç Özeti - Premier League 2021/22,2022-02-12,8083,222,22,Premier League,2022
438,WXjJI7mkDZk,Golcü Attı Golü! Dzeko İle Inter Skoru 1-1 Yapıyor! #SerieA,2022-02-12,7227,158,9,Serie A,2022
439,A3iD6CujJPc,iddaa.com | Everton - Leeds United (3-0) - Maç Özeti - Premier League 2021/22,2022-02-12,135746,2312,86,Premier League,2022
440,5fh4nwozudg,Richarlison&#39;dan Klas Gol! #PremierLeague,2022-02-12,32846,764,52,Premier League,2022
441,G41cG9HvJ0k,Neal Maupay&#39;dan MUHTEŞEM Gol! 🔥👀 #PremierLeague,2022-02-12,30109,760,24,Premier League,2022
442,PNfzsxhcvaQ,Southampton beraberliği yakaladı! #PremierLeague,2022-02-12,15057,306,70,Premier League,2022
443,vSZqnI4ulpA,"Manchester United, Jadon Sancho ile 1-0 öne geçiyor! #PremierLeague",2022-02-12,77954,1668,125,Premier League,2022
444,6-LBVJBIYaU,Subway Türkiye ile Haftanın Oyuncusu: Philippe Coutinho!,2022-02-11,7495,197,17,other,2022
445,861Yu5-IEE8,Liverpool 2.golü Jota ile buluyor! #PremierLeague,2022-02-10,17945,299,20,Premier League,2022
446,Lq_pmOQs_Tw,Liverpool Her Yolu Deniyor! Mohamed Salah ile Luiz Diaz İkilisi 2. Golün Peşinde! 🤯,2022-02-10,71224,1271,72,other,2022
447,fS8sgNdAItI,"Diogo Jota, Gollerine Devam Ediyor! 🔥",2022-02-10,16863,383,49,other,2022
448,FxBhbpcce94,"Harden - Sixers Söylentileri, Hornets Kayıplarda! | Miray Çavuşoğlu &amp; Orkun Çolakoğlu | NBA Günlüğü",2022-02-10,2992,58,7,NBA,2022
449,9XyHC0Hm3KM,iddaa.com | Aston Villa - Leeds United (3-3) - Maç Özeti - Premier League 2021/22,2022-02-09,320210,6296,243,Premier League,2022
450,s6lnkYavL-Q,Burnley Beraberliği Yakaladı! #PremierLeague,2022-02-08,20605,323,129,Premier League,2022
451,diSPDWIdrEg,"Manchester United, Paul Pogba ile 1-0 Öne Geçiyor! #PremierLeague",2022-02-08,111269,2444,183,Premier League,2022
452,iOYVs7sPSfM,Muhteşem Maça Seth Rollins Damga Vurdu! | WWE Raw (Türkçe Anlatım),2022-02-08,5504,144,24,WWE,2022
453,t49uWtpv4YM,Cedi Osman Alev Aldı! 🔥 | Miray Çavuşoğlu &amp; Orkun Çolakoğlu | NBA Günlüğü,2022-02-07,3350,67,15,NBA,2022
454,G-ju5yb0H20,iddaa.com | Juventus - Hellas Verona (2-0) - Maç Özeti - Serie A 2021/22,2022-02-06,230548,4381,280,Serie A,2022
455,pUNC1Cg2NUw,Cristiano Biraghi Topu Kendi Ağlarına Gönderiyor! #SerieA,2022-02-05,4625,85,14,Serie A,2022
456,RmxF_9rziJM,iddaa.com | Inter - Milan (1-2) - Maç Özeti - Serie A 2021/22,2022-02-05,737040,12697,782,Serie A,2022
457,a59pkL2oHHA,Olivier Giroud&#39;dan Nefis Bir Dönüş ve Gol! #SerieA,2022-02-05,86500,1868,118,Serie A,2022
458,6lMf3Y6FpgY,"Milan, Olivier Giroud ile Beraberliği Yakaladı! #SerieA",2022-02-05,31069,524,21,Serie A,2022
459,dMv5Z5-s3EI,Roman Reigns&#39;e Bomba Rakip!  | WWE SmackDown (Türkçe Anlatım),2022-02-05,18923,451,74,WWE,2022
460,Iq0wn0RCkYA,"Hakan Çalhanoğlu&#39;nun Asistinde Inter, Perisic ile 1-0 Öne Geçti! #SerieA",2022-02-05,38595,865,75,Serie A,2022
461,Yx1SXXpED8w,Cristiano Ronaldo: &quot;İyi Şeyler İnşa Etmek İçin Bazı Şeyleri Yıkmanız Gerekir!&quot;,2022-02-04,5893,272,19,other,2022
462,3RLjEO7rpYk,Cristiano Ronaldo: &quot;Artık Farklı Biriyim Ama Hedefim Aynı! ”,2022-02-04,25890,1074,92,other,2022
463,7EiwFHNLI0c,ABD 3-0 Honduras | Dünya Kupası 2022 Elemeler | CONCACAF Elemeleri Final Turu |,2022-02-03,8989,165,34,International,2022
464,OzKEYlViMLQ,Beşiktaşlı Atiba Hutchinson&#39;ın El Salvador Karşısında Kaydettiği İlginç Gol! 😃,2022-02-03,523639,5771,413,other,2022
465,8nMhWYhBh5Y,Juventus’un Yeni Golcüsü Dusan Vlahovic’in 2021/22 Sezonunda Attığı En Güzel 5 Gol,2022-02-01,100618,1455,128,other,2022
466,2hQ-GbHIXPk,iddaa.com | Brooklyn Nets - Golden State Warriors Maç Özeti - NBA 2021/22,2022-01-30,4413,54,5,NBA,2022
467,8k_rODEvChY,All-Star Beşleri Açıklandı! | Miray Çavuşoğlu &amp; Orkun Çolakoğlu | NBA Günlüğü,2022-01-28,3302,71,18,NBA,2022
468,aAsYtTCf-bA,iddaa.com | Denver Nuggets - Brooklyn Nets Maç Özeti - NBA 2021/22,2022-01-27,9399,11,7,NBA,2022
469,fa-DCydTcJQ,LeBron James Şov Yaptı! | Miray Çavuşoğlu &amp; Emre Gürkaynak | NBA Günlüğü,2022-01-26,3257,58,13,NBA,2022
470,yBo3XSO9HXc,iddaa.com | Los Angeles Lakers - Brooklyn Nets Maç Özeti - NBA 2021/22,2022-01-26,6454,70,7,NBA,2022
471,y9fRRW7I3vo,Premier League&#39;de 23. Haftanın En Güzel Kurtarışları (2021/22),2022-01-24,7691,195,17,Premier League,2022
472,cZgOasEBsfY,iddaa.com | Empoli - Roma (2-4) - Maç Özeti - Serie A 2021/22,2022-01-23,168015,2451,108,Serie A,2022
473,xKkqXa56NRs,Fabinho&#39;nun Penaltıdan Bulduğu Gol! 👀,2022-01-23,7281,151,16,other,2022
474,k1zJjZhigWA,Lorenzo Insigne ile Skor 4-1! #SerieA,2022-01-23,6153,114,31,Serie A,2022
475,pK6-_MN7W8Y,iddaa.com | Cagliari - Fiorentina (1-1) - Maç Özeti - Serie A 2021/22,2022-01-23,8977,186,23,Serie A,2022
476,BQBQvlTfPHM,iddaa.com | Inter - Venezia (2-1) - Maç Özeti - Serie A 2021/22,2022-01-22,205845,2843,195,Serie A,2022
477,SylUYZbGde0,"Dzeko, Inter&#39;e Maçı Kazandırıyor! 🔥🔥🔥 #SerieA",2022-01-22,67368,1135,87,Serie A,2022
478,skC6wFEX-Qo,iddaa.com | Leeds United - Newcastle United (0-1) - Maç Özeti - Premier League 2021/22,2022-01-22,61954,944,65,Premier League,2022
479,f1lJShjkw8g,Nicolò Barella&#39;nın Attığı Golle Skor 1-1 Oluyor! ⚡️ #SerieA,2022-01-22,9560,182,20,Serie A,2022
480,Lmxe4j-MALk,"Southampton, Walker-Peters ile 1-0 Öne Geçti! #PremierLeague",2022-01-22,9873,257,13,Premier League,2022
481,nrtkwyZOrUM,"Thomas Henry, Venezia&#39;yı Böyle Öne Geçirdi! #SerieA",2022-01-22,4833,95,12,Serie A,2022
482,IaKm6rnFG8c,Norwich 3. Golü Buluyor! #PremierLeague,2022-01-21,10690,150,24,Premier League,2022
483,0f9AubwPtqA,"Josh Sargent ile Norwich, Galibiyete Yakın!",2022-01-21,7666,168,18,other,2022
484,cuiUxgBK1uc,Bu Sezona Damga Vuruyor! Karşınızda Ja Morant! 🚀,2022-01-21,4334,100,12,other,2022
485,tWOBIfK83K8,iddaa.com | Leicester City - Tottenham (2-3) - Maç Özeti - Premier League 2021/22,2022-01-19,1000781,21255,1808,Premier League,2022
486,8n4axkpA8v8,Steven Bergwijn&#39;dan Nefes Kesen Bir Gol! #PremierLeague,2022-01-19,55878,823,34,Premier League,2022
487,o5eK4Pb6VXQ,"Daka, Leicester&#39;ı 1-0 Öne Geçiriyor! #PremierLeague",2022-01-19,20420,331,27,Premier League,2022
488,kuNkD-l5tPA,Hakim Ziyech&#39;den Harika Gol! #PremierLeague,2022-01-18,179597,4011,177,Premier League,2022
489,V-bQefDq4Hw,Seth Rollins&#39;e Sürpriz Saldırı!  | WWE Raw (Türkçe Anlatım),2022-01-18,8322,173,20,WWE,2022
490,ikXpp6KxDxI,Subway Türkiye ile Haftanın İz Bırakanı: Philippe Coutinho!,2022-01-17,8989,178,9,other,2022
491,OJbweIiEZVw,Premier League&#39;de 22. Haftanın En Güzel Golleri (2021/22),2022-01-17,25174,432,29,Premier League,2022
492,OxGAo3vWiEE,iddaa.com | Atalanta - Inter (0-0) - Maç Özeti - Serie A 2021/22,2022-01-16,90139,1396,208,Serie A,2022
493,Y_JVk1eLK8o,iddaa.com | Roma - Cagliari (1-0) - Maç Özeti - Serie A 2021/22,2022-01-16,30295,514,52,Serie A,2022
494,wKlcy16L8KE,Andrew Robertson&#39;ın Harika Ortasını Alex Oxlade-Chamberlain Gole Çevirdi! 🔥,2022-01-16,11359,233,16,other,2022
495,fIGzBXFQXXs,"Juventus, Paulo Dybala ile 1-0 Öne Geçti! #SerieA",2022-01-15,13623,363,42,Serie A,2022
496,2mm3uulAbiM,iddaa.com | Sampdoria - Torino (1-2) - Maç Özeti - Serie A 2021/22,2022-01-15,12241,214,17,Serie A,2022
497,7GKYrcBa1uI,"Adam Idah ile Norwich, Everton Karşısında Flaş Başlangıç Yaptı! ⚡⚡",2022-01-15,5600,117,14,other,2022
498,jxD6qmHW2HY,Butland penaltıyı kurtardı!,2022-01-14,71182,1036,65,other,2022
499,MWJlSC6RabY,"Fiorentina&#39;ya Şok Üstüne Şok! Josip Brekalo, Maçtaki 2. Golüne İmza Attı ve Farkı 3&#39;e Yükseltti! 😲",2022-01-10,25223,346,26,other,2022
500,wVfXsVW0Xv8,iddaa.com | Roma - Juventus (3-4) - Maç Özeti - Serie A 2021/22,2022-01-09,1148066,24228,1130,Serie A,2022
501,lICfHs_W-6I,Roma Tekrar Öne Geçiyor! #SerieA,2022-01-09,10111,252,22,Serie A,2022
502,N7H7rfIOoFI,Muriel ile Atalanta skoru 2-0 yaptı! #SerieA,2022-01-09,3515,88,15,Serie A,2022
503,nD-EMmi5h2I,Dries Mertens Gollere Devam Ediyor! #SerieA,2022-01-06,20382,292,42,Serie A,2022
504,nMLKwU2Pswk,"Gianluca Caprari, Ceza Sahasının Dışından Nefis Bir Gole İmza Attı! 🍿",2022-01-06,2544,57,1,other,2022
505,RGlekujhE-8,"Leonardo Pavoletti ile Cagliari, Sezonun 2. Galibiyetine Bir Adım Yaklaştı! ✌️",2022-01-06,2038,42,5,other,2022
506,ZrVIAKG5JgQ,Furkan Korkmaz Şov Yaptı! | Miray Çavuşoğlu &amp; Emre Gürkaynak | NBA Günlüğü,2022-01-04,2614,39,5,NBA,2022
507,ivRek16HJoM,Beklenen Gol João Moutinho&#39;dan Geldi! 🔥 #PremierLeague,2022-01-03,71028,1201,209,Premier League,2022
508,F7GJEj9Cw5s,NBA | En İyi Oyunlar,2022-01-03,3154,39,1,NBA,2022
509,ziPsRtIpj_w,iddaa.com | Chelsea - Liverpool (2-2) - Maç Özeti - Premier League 2021/22,2022-01-02,1281089,25429,1193,Premier League,2022
510,_R7LtyTtui4,"Erik Lamela’nın Rabona Golü, S Sport’ta 2021’in En İyi Anları Arasında Yer Aldı! 🤯",2021-12-30,168924,6529,65,other,2021
511,W6pDMbldlIQ,Chelsea&#39;nin Süper Yıldızı Seriye Bağladı! Romelu Lukaku İle Maviler 1-0 Öne Geçiyor! #PremierLeague,2021-12-29,69717,1129,106,Premier League,2021
512,ffNV0HwsMVQ,"Ronaldo’nun United’a Dönüşünde Attığı Goller, S Sport’ta 2021’in En İyi Anları Arasında Yer Aldı! 🔥",2021-12-29,198891,6899,61,other,2021
513,7k5MhdOjkno,"Alisson Becker&#39;in Unutulmaz Son Dakika Golü, S Sport&#39;ta 2021&#39;in En İyi Anları Arasında Yer Aldı! 🔥",2021-12-27,519323,21652,203,other,2021
514,UjeeGzgLNA4,iddaa.com | Brighton - Brentford (2-0) - Maç Özeti - Premier League 2021/22,2021-12-26,49442,916,31,Premier League,2021
515,KT4QEyP-AGw,iddaa.com | Manchester City - Leicester City (6-3) - Maç Özeti - Premier League 2021/22,2021-12-26,1523653,29025,1315,Premier League,2021
516,1lKXM1NuxJI,"Manchester City, Laporte ile Rahat Nefes Alıyor! #PremierLeague",2021-12-26,19994,389,34,Premier League,2021
517,2lOpTDug35s,SmackDown&#39;da Yılbaşı Böyle Kutlanır! | WWE SmackDown (Türkçe Anlatım),2021-12-26,3396,92,8,WWE,2021
518,pWNbxdLvbbs,Hakan Çalhanoğlu&#39;nun Sezonun İlk Yarısındaki Golleri ve Asistleri,2021-12-23,299025,7261,300,other,2021
519,iCqDzay_ZmM,"Bologna, Santander ile Fişi Çekiyor! #SerieA",2021-12-22,2754,50,9,Serie A,2021
520,6v6M9DgjelI,Premier League I Subway Türkiye ile Haftanın Oyuncusu: Kevin De Bruyne,2021-12-17,5700,149,32,Premier League,2021
521,f96X8oArFyw,Frikik Ondan Sorulur! James Ward-Prowse! 🎯🎯,2021-12-15,263307,5758,214,other,2021
522,wXk0renve7Y,iddaa.com | Manchester City - Leeds United (7-0) - Maç Özeti - Premier League 2021/22,2021-12-14,1288904,25339,1426,Premier League,2021
523,pFMmLW65IZw,Houston Rockets Yükseliyor! | Miray Çavuşoğlu &amp; Orkun Çolakoğlu | NBA Günlüğü,2021-12-14,2847,67,4,NBA,2021
524,Xm_6B0-7xPQ,Premier League I Subway Türkiye ile Haftanın İz Bırakanı: Raheem Sterling!,2021-12-13,4820,84,6,Premier League,2021
525,NLUkVNyMvQ0,Hakan Çalhanoğlu&#39;ndan Muazzam Gol! 🎯🎯🎯,2021-12-12,1466093,30645,1651,other,2021
526,pAU93RfNN98,Sergio Perez&#39;den Muhteşem Savunma! | Formula 1 I 2021 Abu Dhabi GP,2021-12-12,533951,6285,753,Formula 1,2021
527,NtXmvClmrb8,Max Verstappen&#39;den Şampiyonluk Atağı! | Formula 1 I 2021 Abu Dhabi GP,2021-12-12,691761,8685,1171,Formula 1,2021
528,tWXfuRCvdmg,Liverpool Mohamed Salah ile 1-0 Önde! #PremierLeague,2021-12-11,31887,628,60,Premier League,2021
529,ooI2XivJLD4,"Altın Oran | İddaa Tahminleri - Süper Lig, Premier Lig, Bundesliga, La Liga, Serie A, Ligue 1",2021-12-10,8826,157,26,Serie A,2021
530,c_KJYWKlDyc,Martin Ødegaard&#39;dan Arsenal&#39;e İlaç Gibi Gelen Bir Gol! 🔥 #PremierLeague,2021-12-06,74214,1411,80,Premier League,2021
531,RRJfi0Cuc14,Hamilton - Verstappen Çarpıştı! | Formula 1 I 2021 Suudi Arabistan GP,2021-12-06,136216,895,185,Formula 1,2021
532,v4tqzXazPz8,iddaa.com | Roma - Inter (0-3) - Maç Özeti - Serie A 2021/22,2021-12-04,896046,13419,786,Serie A,2021
533,EoHyADfzd0A,iddaa.com | Manchester United - Arsenal (3-2) - Maç Özeti - Premier League 2021/22,2021-12-02,2100780,37950,2047,Premier League,2021
534,t5DLH3XoMII,Cristiano Ronaldo&#39;nun Kariyerindeki 800. Golü! 🔥🔥🔥,2021-12-02,110965,2668,414,other,2021
535,vxymArmXXB0,Junior Messias Fırsatçılığını Konuşturdu! #SerieA,2021-12-01,8249,123,15,Serie A,2021
536,oyABfhrZagc,iddaa.com | Liverpool - Arsenal (4-0) - Maç Özeti - Premier League 2021/22,2021-11-20,1545462,25898,1311,Premier League,2021
537,Hoy_3BvIT0g,iddaa.com | Tottenham - Manchester United (0-3) - Maç Özeti - Premier League 2021/22,2021-10-30,2298511,41409,2455,Premier League,2021
538,WHgkK7EjYwA,iddaa.com | Manchester United - Liverpool (0-5) - Maç Özeti - Premier League 2021/22,2021-10-24,2914408,50017,4875,Premier League,2021
539,muXmdn3TVWA,Cristiano Ronaldo Sinirlerine Hakim Olamadı! 🤔🤔 #PremierLeague,2021-10-24,982462,13780,2063,Premier League,2021
540,B9csUxJ3a-8,iddaa.com | Leicester City - Manchester United (4-2) - Maç Özeti - Premier League 2021/22,2021-10-16,2003512,36187,2253,Premier League,2021
541,g9xr0XZKb7I,İspanya 1-2 Fransa | UEFA Nations League Final Maçı Özeti,2021-10-10,908741,16304,1134,International,2021
542,E4952V8W6f0,Belçika 2-3 Fransa | UEFA Nations League Yarı Final Maç Özeti,2021-10-07,1748208,34304,1342,International,2021
543,sCpKVo5U8a0,iddaa.com | Liverpool - Manchester City (2-2) - Maç Özeti - Premier League 2021/22,2021-10-03,2236050,41044,2219,Premier League,2021
544,_5a83HAcN3E,Merih Demiral Kanlar İçinde Kaldı ve Üstüne Sarı Kart Gördü! 😳 #SerieATIM,2021-09-18,1412971,17328,971,Serie A,2021
545,kE_99E_GgzY,iddaa.com | Manchester United - Newcastle United (4-1) - Maç Özeti - Premier League 2021/22,2021-09-11,3480105,68015,4585,Premier League,2021
546,IWiiWKVWpjY,Olaylı Start | Formula 1 I 2021 Britanya GP,2021-07-18,590016,3673,614,Formula 1,2021
547,NMBV95LjgLY,Rey Mysterio ve Oğlu İntikam Peşinde! | WWE Smackdown (Türkçe Anlatım),2021-06-12,1072358,12163,1130,WWE,2021
548,BD5CC6yyZNM,Norveç 0-3 Türkiye | Maç Özeti | 2022 Dünya Kupası Avrupa Elemeleri - G Grubu,2021-03-28,1524822,25384,2045,International,2021
